%,time(s),cellId,bwpId,IMSI,RNTI,frame,sframe,slot,symStart,numSym,harqId,ndi,rv,mcs,tbSize
1.014,5,0,8,3,101,6,0,7,2,12,1,0,0,466,
1.014,5,0,12,2,101,6,0,9,2,12,1,0,0,466,
1.014,5,0,15,1,101,6,0,11,2,12,1,0,0,466,
1.014,7,0,3,7,101,6,0,1,1,12,1,0,0,231,
1.014,7,0,4,6,101,6,0,2,1,12,1,0,0,231,
1.014,7,0,6,5,101,6,0,3,2,12,1,0,0,466,
1.014,7,0,9,4,101,6,0,5,2,12,1,0,0,466,
1.014,7,0,13,3,101,6,0,7,2,12,1,0,0,466,
1.014,7,0,14,2,101,6,0,9,2,12,1,0,0,466,
1.014,7,0,18,1,101,6,0,11,2,12,1,0,0,466,
1.015,1,0,10,5,101,7,0,1,3,11,1,0,0,700,
1.015,1,0,16,4,101,7,0,4,3,11,1,0,0,700,
1.015,1,0,17,3,101,7,0,7,2,11,1,0,0,466,
1.015,1,0,19,2,101,7,0,9,2,11,1,0,0,466,
1.015,1,0,20,1,101,7,0,11,2,11,1,0,0,466,
1.015,3,0,5,3,101,7,0,1,4,11,1,0,0,935,
1.015,3,0,7,2,101,7,0,5,4,11,1,0,0,935,
1.015,3,0,11,1,101,7,0,9,4,11,1,0,0,935,
1.015,5,0,1,5,101,7,0,1,3,11,1,0,0,700,
1.015,5,0,2,4,101,7,0,4,3,11,1,0,0,700,
1.015,5,0,8,3,101,7,0,7,2,11,1,0,0,466,
1.015,5,0,12,2,101,7,0,9,2,11,1,0,0,466,
1.015,5,0,15,1,101,7,0,11,2,11,1,0,0,466,
1.015,7,0,3,7,101,7,0,1,1,11,1,0,0,231,
1.015,7,0,4,6,101,7,0,2,1,11,1,0,0,231,
1.015,7,0,6,5,101,7,0,3,2,11,1,0,0,466,
1.015,7,0,9,4,101,7,0,5,2,11,1,0,0,466,
1.015,7,0,13,3,101,7,0,7,2,11,1,0,0,466,
1.015,7,0,14,2,101,7,0,9,2,11,1,0,0,466,
1.015,7,0,18,1,101,7,0,11,2,11,1,0,0,466,
1.016,1,0,10,5,101,8,0,1,3,15,1,0,0,700,
1.016,1,0,16,4,101,8,0,4,3,15,1,0,0,700,
1.016,1,0,17,3,101,8,0,7,2,15,1,0,0,466,
1.016,1,0,19,2,101,8,0,9,2,15,1,0,0,466,
1.016,1,0,20,1,101,8,0,11,2,15,1,0,0,466,
1.016,3,0,5,3,101,8,0,1,4,15,1,0,0,935,
1.016,3,0,7,2,101,8,0,5,4,15,1,0,0,935,
1.016,3,0,11,1,101,8,0,9,4,15,1,0,0,935,
1.016,5,0,1,5,101,8,0,1,3,15,1,0,0,700,
1.016,5,0,2,4,101,8,0,4,3,15,1,0,0,700,
1.016,5,0,8,3,101,8,0,7,2,15,1,0,0,466,
1.016,5,0,12,2,101,8,0,9,2,15,1,0,0,466,
1.016,5,0,15,1,101,8,0,11,2,15,1,0,0,466,
1.016,7,0,3,7,101,8,0,1,1,15,1,0,0,231,
1.016,7,0,4,6,101,8,0,2,1,15,1,0,0,231,
1.016,7,0,6,5,101,8,0,3,2,15,1,0,0,466,
1.016,7,0,9,4,101,8,0,5,2,15,1,0,0,466,
1.016,7,0,13,3,101,8,0,7,2,15,1,0,0,466,
1.016,7,0,14,2,101,8,0,9,2,15,1,0,0,466,
1.016,7,0,18,1,101,8,0,11,2,15,1,0,0,466,
1.017,1,0,10,5,101,9,0,1,3,14,1,0,26,22338,
1.017,1,0,16,4,101,9,0,4,3,14,1,0,26,22338,
1.017,1,0,17,3,101,9,0,7,2,14,1,0,28,16118,
1.017,1,0,19,2,101,9,0,9,2,14,1,0,28,16118,
1.017,1,0,20,1,101,9,0,11,2,14,1,0,28,16118,
1.017,3,0,5,3,101,9,0,1,4,14,1,0,28,32237,
1.017,3,0,7,2,101,9,0,5,4,14,1,0,20,19272,
1.017,3,0,11,1,101,9,0,9,4,14,1,0,12,8644,
1.017,5,0,1,5,101,9,0,1,3,14,1,0,16,10514,
1.017,5,0,2,4,101,9,0,4,3,14,1,0,28,24179,
1.017,5,0,8,3,101,9,0,7,2,14,1,0,4,1110,
1.017,5,0,12,2,101,9,0,9,2,14,1,0,20,9637,
1.017,5,0,15,1,101,9,0,11,2,14,1,0,20,9637,
1.017,7,0,3,7,101,9,0,1,1,14,1,0,10,1752,
1.017,7,0,4,6,101,9,0,2,1,14,1,0,28,8060,
1.017,7,0,6,5,101,9,0,3,2,14,1,0,14,5607,
1.017,7,0,9,4,101,9,0,5,2,14,1,0,16,7008,
1.017,7,0,13,3,101,9,0,7,2,14,1,0,28,16118,
1.017,7,0,14,2,101,9,0,9,2,14,1,0,28,16118,
1.017,7,0,18,1,101,9,0,11,2,14,1,0,28,16118,
1.018,1,0,10,5,102,0,0,1,3,13,1,0,26,22338,
1.018,1,0,16,4,102,0,0,4,3,13,1,0,24,19712,
1.018,1,0,17,3,102,0,0,7,2,13,1,0,28,16118,
1.018,1,0,19,2,102,0,0,9,2,13,1,0,28,16118,
1.018,1,0,20,1,102,0,0,11,2,13,1,0,28,16118,
1.018,3,0,5,3,102,0,0,1,4,13,1,0,28,32237,
1.018,3,0,7,2,102,0,0,5,4,13,1,0,20,19272,
1.018,3,0,11,1,102,0,0,9,4,13,1,0,12,8644,
1.018,5,0,1,5,102,0,0,1,3,13,1,0,16,10514,
1.018,5,0,2,4,102,0,0,4,3,13,1,0,28,24179,
1.018,5,0,8,3,102,0,0,7,2,13,1,0,4,1110,
1.018,5,0,12,2,102,0,0,9,2,13,1,0,20,9637,
1.018,5,0,15,1,102,0,0,11,2,13,1,0,20,9637,
1.018,7,0,3,7,102,0,0,1,1,13,1,0,10,1752,
1.018,7,0,4,6,102,0,0,2,1,13,1,0,28,8060,
1.018,7,0,6,5,102,0,0,3,2,13,1,0,14,5607,
1.018,7,0,9,4,102,0,0,5,2,13,1,0,18,7885,
1.018,7,0,13,3,102,0,0,7,2,13,1,0,28,16118,
1.018,7,0,14,2,102,0,0,9,2,13,1,0,28,16118,
1.018,7,0,18,1,102,0,0,11,2,13,1,0,28,16118,
1.019,1,0,10,5,102,1,0,1,3,12,1,0,26,22338,
1.019,1,0,16,4,102,1,0,4,2,12,1,0,24,13140,
1.019,1,0,17,3,102,1,0,6,2,12,1,0,28,16118,
1.019,1,0,19,2,102,1,0,8,2,12,1,0,28,16118,
1.019,1,0,20,1,102,1,0,10,2,12,1,0,28,16118,
1.019,3,0,5,3,102,1,0,1,4,12,1,0,28,32237,
1.019,3,0,7,2,102,1,0,5,4,12,1,0,20,19272,
1.019,3,0,11,1,102,1,0,9,4,12,1,0,12,8644,
1.019,5,0,1,5,102,1,0,1,3,12,1,0,16,10514,
1.019,5,0,2,4,102,1,0,4,3,12,1,0,28,24179,
1.019,5,0,8,3,102,1,0,7,2,12,1,0,4,1110,
1.019,5,0,12,2,102,1,0,9,2,12,1,0,20,9637,
1.019,5,0,15,1,102,1,0,11,2,12,1,0,20,9637,
1.019,7,0,3,7,102,1,0,1,1,12,1,0,10,1752,
1.019,7,0,4,6,102,1,0,2,1,12,1,0,28,8060,
1.019,7,0,6,5,102,1,0,3,1,12,1,0,16,3505,
1.019,7,0,9,4,102,1,0,4,2,12,1,0,18,7885,
1.019,7,0,13,3,102,1,0,6,2,12,1,0,28,16118,
1.019,7,0,14,2,102,1,0,8,2,12,1,0,28,16118,
1.019,7,0,18,1,102,1,0,10,2,12,1,0,28,16118,
1.02,1,0,10,5,102,2,0,1,3,11,1,0,26,22338,
1.02,1,0,16,4,102,2,0,4,3,11,1,0,24,19712,
1.02,1,0,17,3,102,2,0,7,2,11,1,0,28,16118,
1.02,1,0,19,2,102,2,0,9,2,11,1,0,28,16118,
1.02,1,0,20,1,102,2,0,11,2,11,1,0,28,16118,
1.02,3,0,5,3,102,2,0,1,4,11,1,0,28,32237,
1.02,3,0,7,2,102,2,0,5,4,11,1,0,20,19272,
1.02,3,0,11,1,102,2,0,9,4,11,1,0,12,8644,
1.02,5,0,1,5,102,2,0,1,3,11,1,0,16,10514,
1.02,5,0,2,4,102,2,0,4,3,11,1,0,28,24179,
1.02,5,0,8,3,102,2,0,7,2,11,1,0,2,641,
1.02,5,0,12,2,102,2,0,9,2,11,1,0,20,9637,
1.02,5,0,15,1,102,2,0,11,2,11,1,0,20,9637,
1.02,7,0,3,7,102,2,0,1,1,11,1,0,10,1752,
1.02,7,0,4,6,102,2,0,2,1,11,1,0,28,8060,
1.02,7,0,6,5,102,2,0,3,2,11,1,0,16,7008,
1.02,7,0,9,4,102,2,0,5,2,11,1,0,18,7885,
1.02,7,0,13,3,102,2,0,7,2,11,1,0,28,16118,
1.02,7,0,14,2,102,2,0,9,2,11,1,0,28,16118,
1.02,7,0,18,1,102,2,0,11,2,11,1,0,28,16118,
1.021,1,0,10,5,102,3,0,1,3,15,1,0,26,22338,
1.021,1,0,16,4,102,3,0,4,3,15,1,0,24,19712,
1.021,1,0,17,3,102,3,0,7,2,15,1,0,28,16118,
1.021,1,0,19,2,102,3,0,9,2,15,1,0,28,16118,
1.021,1,0,20,1,102,3,0,11,2,15,1,0,28,16118,
1.021,3,0,5,3,102,3,0,1,3,15,1,0,28,24179,
1.021,3,0,7,2,102,3,0,4,4,15,1,0,20,19272,
1.021,3,0,11,1,102,3,0,8,4,15,1,0,12,8644,
1.021,5,0,1,5,102,3,0,1,3,15,1,0,16,10514,
1.021,5,0,2,4,102,3,0,4,2,15,1,0,28,16118,
1.021,5,0,8,3,102,3,0,6,2,15,1,0,2,641,
1.021,5,0,12,2,102,3,0,8,2,15,1,0,20,9637,
1.021,5,0,15,1,102,3,0,10,2,15,1,0,20,9637,
1.021,7,0,3,7,102,3,0,1,1,15,1,0,10,1752,
1.021,7,0,4,6,102,3,0,2,1,15,1,0,28,8060,
1.021,7,0,6,5,102,3,0,3,2,15,1,0,14,5607,
1.021,7,0,9,4,102,3,0,5,2,15,1,0,18,7885,
1.021,7,0,13,3,102,3,0,7,2,15,1,0,28,16118,
1.021,7,0,14,2,102,3,0,9,2,15,1,0,28,16118,
1.021,7,0,18,1,102,3,0,11,2,15,1,0,28,16118,
1.022,3,0,5,3,102,4,0,1,4,14,1,0,28,32237,
1.022,3,0,7,2,102,4,0,5,4,14,1,0,20,19272,
1.022,3,0,11,1,102,4,0,9,4,14,1,0,12,8644,
1.022,5,0,1,5,102,4,0,1,3,14,1,0,16,10514,
1.022,5,0,2,4,102,4,0,4,3,14,1,0,28,24179,
1.022,5,0,8,3,102,4,0,7,2,14,1,0,4,1110,
1.022,5,0,12,2,102,4,0,9,2,14,1,0,20,9637,
1.022,5,0,15,1,102,4,0,11,2,14,1,0,20,9637,
1.022,7,0,3,7,102,4,0,1,1,14,1,0,10,1752,
1.022,7,0,4,6,102,4,0,2,1,14,1,0,28,8060,
1.022,7,0,6,5,102,4,0,3,2,14,1,0,14,5607,
1.022,7,0,9,4,102,4,0,5,2,14,1,0,18,7885,
1.022,7,0,13,3,102,4,0,7,2,14,1,0,28,16118,
1.022,7,0,14,2,102,4,0,9,2,14,1,0,28,16118,
1.022,7,0,18,1,102,4,0,11,2,14,1,0,28,16118,
1.023,1,0,10,5,102,5,0,1,3,14,1,0,26,22338,
1.023,1,0,16,4,102,5,0,4,3,13,1,0,24,19712,
1.023,1,0,17,3,102,5,0,7,2,14,1,0,28,16118,
1.023,1,0,19,2,102,5,0,9,2,14,1,0,28,16118,
1.023,1,0,20,1,102,5,0,11,2,14,1,0,28,16118,
1.023,3,0,5,3,102,5,0,1,4,13,1,0,28,32237,
1.023,3,0,7,2,102,5,0,5,4,13,1,0,20,19272,
1.023,3,0,11,1,102,5,0,9,4,13,1,0,12,8644,
1.023,5,0,1,5,102,5,0,1,3,13,1,0,16,10514,
1.023,5,0,2,4,102,5,0,4,3,13,1,0,28,24179,
1.023,5,0,8,3,102,5,0,7,2,13,1,0,4,1110,
1.023,5,0,12,2,102,5,0,9,2,13,1,0,20,9637,
1.023,5,0,15,1,102,5,0,11,2,13,1,0,20,9637,
1.023,7,0,3,7,102,5,0,1,1,13,1,0,10,1752,
1.023,7,0,4,6,102,5,0,2,1,13,1,0,28,8060,
1.023,7,0,6,5,102,5,0,3,2,13,1,0,14,5607,
1.023,7,0,9,4,102,5,0,5,2,13,1,0,18,7885,
1.023,7,0,13,3,102,5,0,7,2,13,1,0,28,16118,
1.023,7,0,14,2,102,5,0,9,2,13,1,0,28,16118,
1.023,7,0,18,1,102,5,0,11,2,13,1,0,28,16118,
1.024,1,0,10,5,102,6,0,1,3,13,1,0,26,22338,
1.024,1,0,16,4,102,6,0,4,3,12,1,0,24,19712,
1.024,1,0,17,3,102,6,0,7,2,13,1,0,28,16118,
1.024,1,0,19,2,102,6,0,9,2,13,1,0,28,16118,
1.024,1,0,20,1,102,6,0,11,2,13,1,0,28,16118,
1.024,3,0,5,3,102,6,0,1,4,12,1,0,28,32237,
1.024,3,0,7,2,102,6,0,5,4,12,1,0,20,19272,
1.024,3,0,11,1,102,6,0,9,4,12,1,0,12,8644,
1.025,1,0,10,5,102,7,0,1,3,12,1,0,26,22338,
1.025,1,0,16,4,102,7,0,4,3,11,1,0,24,19712,
1.025,1,0,17,3,102,7,0,7,2,12,1,0,28,16118,
1.025,1,0,19,2,102,7,0,9,2,12,1,0,28,16118,
1.025,1,0,20,1,102,7,0,11,2,12,1,0,28,16118,
1.025,3,0,5,3,102,7,0,1,4,11,1,0,28,32237,
1.025,3,0,7,2,102,7,0,5,4,11,1,0,22,22778,
1.025,3,0,11,1,102,7,0,9,4,11,1,0,12,8644,
1.025,5,0,1,5,102,7,0,1,3,12,1,0,16,10514,
1.025,5,0,2,4,102,7,0,4,3,12,1,0,28,24179,
1.025,5,0,8,3,102,7,0,7,2,12,1,0,4,1110,
1.025,5,0,12,2,102,7,0,9,2,11,1,0,18,7885,
1.025,5,0,15,1,102,7,0,11,2,12,1,0,24,13140,
1.025,7,0,3,7,102,7,0,1,1,12,1,0,10,1752,
1.025,7,0,4,6,102,7,0,2,1,12,1,0,28,8060,
1.025,7,0,6,5,102,7,0,3,2,11,1,0,14,5607,
1.025,7,0,9,4,102,7,0,5,2,12,1,0,18,7885,
1.025,7,0,13,3,102,7,0,7,2,12,1,0,28,16118,
1.025,7,0,14,2,102,7,0,9,2,12,1,0,28,16118,
1.025,7,0,18,1,102,7,0,11,2,12,1,0,28,16118,
1.026,1,0,10,5,102,8,0,1,3,15,1,0,26,22338,
1.026,1,0,16,4,102,8,0,4,3,15,1,0,24,19712,
1.026,1,0,17,3,102,8,0,7,2,15,1,0,28,16118,
1.026,1,0,19,2,102,8,0,9,2,15,1,0,28,16118,
1.026,1,0,20,1,102,8,0,11,2,15,1,0,28,16118,
1.026,3,0,5,3,102,8,0,1,4,15,1,0,28,32237,
1.026,3,0,7,2,102,8,0,5,4,15,1,0,20,19272,
1.026,3,0,11,1,102,8,0,9,4,15,1,0,12,8644,
1.026,5,0,1,5,102,8,0,1,3,15,1,0,16,10514,
1.026,5,0,2,4,102,8,0,4,3,15,1,0,28,24179,
1.026,5,0,8,3,102,8,0,7,2,15,1,0,2,641,
1.026,5,0,12,2,102,8,0,9,2,15,1,0,20,9637,
1.026,5,0,15,1,102,8,0,11,2,15,1,0,20,9637,
1.027,1,0,10,5,102,9,0,1,3,11,1,0,26,22338,
1.027,1,0,16,4,102,9,0,4,3,14,1,0,26,22338,
1.027,1,0,17,3,102,9,0,7,2,11,1,0,28,16118,
1.027,1,0,19,2,102,9,0,9,2,11,1,0,28,16118,
1.027,1,0,20,1,102,9,0,11,2,11,1,0,28,16118,
1.027,3,0,5,3,102,9,0,1,4,14,1,0,28,32237,
1.027,3,0,7,2,102,9,0,5,4,14,1,0,20,19272,
1.027,3,0,11,1,102,9,0,9,4,14,1,0,12,8644,
1.027,5,0,1,5,102,9,0,1,3,14,1,0,16,10514,
1.027,5,0,2,4,102,9,0,4,3,14,1,0,28,24179,
1.027,5,0,8,3,102,9,0,7,2,14,1,0,4,1110,
1.027,5,0,12,2,102,9,0,9,2,14,1,0,20,9637,
1.027,5,0,15,1,102,9,0,11,2,14,1,0,24,13140,
1.027,7,0,3,7,102,9,0,1,1,15,1,0,10,1752,
1.027,7,0,4,6,102,9,0,2,1,15,1,0,28,8060,
1.027,7,0,6,5,102,9,0,3,2,15,1,0,14,5607,
1.027,7,0,9,4,102,9,0,5,2,14,1,0,16,7008,
1.027,7,0,13,3,102,9,0,7,2,15,1,0,28,16118,
1.027,7,0,14,2,102,9,0,9,2,15,1,0,28,16118,
1.027,7,0,18,1,102,9,0,11,2,15,1,0,28,16118,
1.028,1,0,10,5,103,0,0,1,3,14,1,0,26,22338,
1.028,1,0,16,4,103,0,0,4,3,13,1,0,28,24179,
1.028,1,0,17,3,103,0,0,7,2,14,1,0,28,16118,
1.028,1,0,19,2,103,0,0,9,2,14,1,0,28,16118,
1.028,1,0,20,1,103,0,0,11,2,14,1,0,28,16118,
1.028,3,0,5,3,103,0,0,1,3,13,1,0,28,24179,
1.028,3,0,7,2,103,0,0,4,4,13,1,0,24,26281,
1.028,3,0,11,1,103,0,0,8,4,13,1,0,12,8644,
1.028,7,0,3,7,103,0,0,1,1,14,1,0,14,2805,
1.028,7,0,4,6,103,0,0,2,1,14,1,0,28,8060,
1.028,7,0,6,5,103,0,0,3,2,14,1,0,22,11390,
1.028,7,0,9,4,103,0,0,5,2,13,1,0,20,9637,
1.028,7,0,13,3,103,0,0,7,2,14,1,0,28,16118,
1.028,7,0,14,2,103,0,0,9,2,14,1,0,28,16118,
1.028,7,0,18,1,103,0,0,11,2,14,1,0,28,16118,
1.029,3,0,5,3,103,1,0,1,4,12,1,0,28,32237,
1.029,3,0,7,2,103,1,0,5,4,12,1,0,20,19272,
1.029,3,0,11,1,103,1,0,9,4,12,1,0,12,8644,
1.029,5,0,1,5,103,1,0,1,3,13,1,0,16,10514,
1.029,5,0,2,4,103,1,0,4,3,13,1,0,28,24179,
1.029,5,0,8,3,103,1,0,7,2,11,1,0,2,641,
1.029,5,0,12,2,103,1,0,9,2,13,1,0,20,9637,
1.029,5,0,15,1,103,1,0,11,2,13,1,0,20,9637,
1.029,7,0,3,7,103,1,0,1,1,13,1,0,10,1752,
1.029,7,0,4,6,103,1,0,2,1,13,1,0,28,8060,
1.029,7,0,6,5,103,1,0,3,2,13,1,0,16,7008,
1.029,7,0,9,4,103,1,0,5,2,11,1,0,18,7885,
1.029,7,0,13,3,103,1,0,7,2,13,1,0,28,16118,
1.029,7,0,14,2,103,1,0,9,2,13,1,0,28,16118,
1.029,7,0,18,1,103,1,0,11,2,13,1,0,28,16118,
1.03,1,0,10,5,103,2,0,1,3,12,1,0,24,19712,
1.03,1,0,16,4,103,2,0,4,3,12,1,0,24,19712,
1.03,1,0,17,3,103,2,0,7,2,13,1,0,28,16118,
1.03,1,0,19,2,103,2,0,9,2,13,1,0,28,16118,
1.03,1,0,20,1,103,2,0,11,2,13,1,0,28,16118,
1.03,7,0,3,7,103,2,0,1,1,12,1,0,10,1752,
1.03,7,0,4,6,103,2,0,2,1,12,1,0,28,8060,
1.03,7,0,6,5,103,2,0,3,2,12,1,0,26,14893,
1.03,7,0,9,4,103,2,0,5,2,12,1,0,18,7885,
1.03,7,0,13,3,103,2,0,7,2,12,1,0,28,16118,
1.03,7,0,14,2,103,2,0,9,2,12,1,0,28,16118,
1.03,7,0,18,1,103,2,0,11,2,12,1,0,28,16118,
1.031,1,0,10,5,103,3,0,1,3,15,1,0,26,22338,
1.031,1,0,16,4,103,3,0,4,3,15,1,0,24,19712,
1.031,1,0,17,3,103,3,0,7,2,15,1,0,28,16118,
1.031,1,0,19,2,103,3,0,9,2,15,1,0,28,16118,
1.031,1,0,20,1,103,3,0,11,2,15,1,0,28,16118,
1.031,3,0,5,3,103,3,0,1,4,15,1,0,28,32237,
1.031,3,0,7,2,103,3,0,5,4,15,1,0,20,19272,
1.031,3,0,11,1,103,3,0,9,4,15,1,0,12,8644,
1.031,7,0,3,7,103,3,0,1,1,11,1,0,10,1752,
1.031,7,0,4,6,103,3,0,2,1,11,1,0,28,8060,
1.031,7,0,6,5,103,3,0,3,2,11,1,0,14,5607,
1.031,7,0,9,4,103,3,0,5,2,15,1,0,18,7885,
1.031,7,0,13,3,103,3,0,7,2,11,1,0,28,16118,
1.031,7,0,14,2,103,3,0,9,2,11,1,0,28,16118,
1.031,7,0,18,1,103,3,0,11,2,11,1,0,28,16118,
1.032,3,0,5,3,103,4,0,1,4,14,1,0,28,32237,
1.032,3,0,7,2,103,4,0,5,4,14,1,0,20,19272,
1.032,3,0,11,1,103,4,0,9,4,14,1,0,12,8644,
1.032,7,0,3,7,103,4,0,1,1,15,1,0,10,1752,
1.032,7,0,4,6,103,4,0,2,1,15,1,0,28,8060,
1.032,7,0,6,5,103,4,0,3,2,15,1,0,14,5607,
1.032,7,0,9,4,103,4,0,5,2,14,1,0,22,11390,
1.032,7,0,13,3,103,4,0,7,2,15,1,0,28,16118,
1.032,7,0,14,2,103,4,0,9,2,15,1,0,28,16118,
1.032,7,0,18,1,103,4,0,11,2,15,1,0,28,16118,
1.033,5,0,1,5,103,5,0,1,3,15,1,0,16,10514,
1.033,5,0,2,4,103,5,0,4,3,15,1,0,28,24179,
1.033,5,0,8,3,103,5,0,7,2,15,1,0,2,641,
1.033,5,0,12,2,103,5,0,9,2,14,1,0,20,9637,
1.033,5,0,15,1,103,5,0,11,2,15,1,0,20,9637,
1.034,1,0,10,5,103,6,0,1,3,14,1,0,26,22338,
1.034,1,0,16,4,103,6,0,4,3,11,1,0,26,22338,
1.034,1,0,17,3,103,6,0,7,2,14,1,0,28,16118,
1.034,1,0,19,2,103,6,0,9,2,14,1,0,28,16118,
1.034,1,0,20,1,103,6,0,11,2,14,1,0,28,16118,
1.034,3,0,5,3,103,6,0,1,4,13,1,0,28,32237,
1.034,3,0,7,2,103,6,0,5,4,12,1,0,20,19272,
1.034,3,0,11,1,103,6,0,9,4,13,1,0,22,22778,
1.034,5,0,1,5,103,6,0,1,3,14,1,0,16,10514,
1.034,5,0,2,4,103,6,0,4,3,14,1,0,28,24179,
1.034,5,0,8,3,103,6,0,7,2,13,1,0,4,1110,
1.034,5,0,12,2,103,6,0,9,2,13,1,0,20,9637,
1.034,5,0,15,1,103,6,0,11,2,13,1,0,20,9637,
1.034,7,0,3,7,103,6,0,1,1,14,1,0,14,2805,
1.034,7,0,4,6,103,6,0,2,1,14,1,0,28,8060,
1.034,7,0,6,5,103,6,0,3,2,13,1,0,14,5607,
1.034,7,0,9,4,103,6,0,5,2,11,1,0,16,7008,
1.034,7,0,13,3,103,6,0,7,2,14,1,0,28,16118,
1.034,7,0,14,2,103,6,0,9,2,14,1,0,28,16118,
1.034,7,0,18,1,103,6,0,11,2,14,1,0,28,16118,
1.035,1,0,10,5,103,7,0,1,3,13,1,0,28,24179,
1.035,1,0,16,4,103,7,0,4,3,12,1,0,26,22338,
1.035,1,0,17,3,103,7,0,7,2,13,1,0,28,16118,
